GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G3600690","2014-2018",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario County, New York",109472,"Ontario County, New York",0
"G3600710","2014-2018",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, New York",378227,"Orange County, New York",0
"G3600730","2014-2018",,,"New York","36","Orleans County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orleans County, New York",41175,"Orleans County, New York",0
"G3600750","2014-2018",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oswego County, New York",119104,"Oswego County, New York",0
"G3600770","2014-2018",,,"New York","36","Otsego County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otsego County, New York",60244,"Otsego County, New York",0
"G3600790","2014-2018",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, New York",99070,"Putnam County, New York",0
"G3600810","2014-2018",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Queens County, New York",2298513,"Queens County, New York",0
"G3600830","2014-2018",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rensselaer County, New York",159431,"Rensselaer County, New York",0
"G3600850","2014-2018",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, New York",474101,"Richmond County, New York",0
"G3600870","2014-2018",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockland County, New York",323686,"Rockland County, New York",0
"G3600890","2014-2018",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lawrence County, New York",109558,"St. Lawrence County, New York",0
"G3600910","2014-2018",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saratoga County, New York",227377,"Saratoga County, New York",0
"G3600930","2014-2018",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady County, New York",154883,"Schenectady County, New York",0
"G3600950","2014-2018",,,"New York","36","Schoharie County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schoharie County, New York",31364,"Schoharie County, New York",0
"G3600970","2014-2018",,,"New York","36","Schuyler County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, New York",17992,"Schuyler County, New York",0
"G3600990","2014-2018",,,"New York","36","Seneca County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seneca County, New York",34612,"Seneca County, New York",0
"G3601010","2014-2018",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, New York",96927,"Steuben County, New York",0
"G3601030","2014-2018",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suffolk County, New York",1487901,"Suffolk County, New York",0
"G3601050","2014-2018",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New York",75211,"Sullivan County, New York",0
"G3601070","2014-2018",,,"New York","36","Tioga County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tioga County, New York",49045,"Tioga County, New York",0
"G3601090","2014-2018",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tompkins County, New York",102962,"Tompkins County, New York",0
"G3601110","2014-2018",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ulster County, New York",179303,"Ulster County, New York",0
"G3601130","2014-2018",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New York",64480,"Warren County, New York",0
"G3601150","2014-2018",,,"New York","36","Washington County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, New York",61828,"Washington County, New York",0
"G3601170","2014-2018",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, New York",90856,"Wayne County, New York",0
"G3601190","2014-2018",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Westchester County, New York",968815,"Westchester County, New York",0
"G3601210","2014-2018",,,"New York","36","Wyoming County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming County, New York",40565,"Wyoming County, New York",0
"G3601230","2014-2018",,,"New York","36","Yates County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yates County, New York",25009,"Yates County, New York",0
"G3700010","2014-2018",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamance County, North Carolina",160576,"Alamance County, North Carolina",0
"G3700030","2014-2018",,,"North Carolina","37","Alexander County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alexander County, North Carolina",37119,"Alexander County, North Carolina",0
"G3700050","2014-2018",,,"North Carolina","37","Alleghany County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alleghany County, North Carolina",10973,"Alleghany County, North Carolina",0
"G3700070","2014-2018",,,"North Carolina","37","Anson County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anson County, North Carolina",25306,"Anson County, North Carolina",0
"G3700090","2014-2018",,,"North Carolina","37","Ashe County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashe County, North Carolina",26786,"Ashe County, North Carolina",0
"G3700110","2014-2018",,,"North Carolina","37","Avery County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Avery County, North Carolina",17501,"Avery County, North Carolina",0
"G3700130","2014-2018",,,"North Carolina","37","Beaufort County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaufort County, North Carolina",47243,"Beaufort County, North Carolina",0
"G3700150","2014-2018",,,"North Carolina","37","Bertie County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bertie County, North Carolina",19644,"Bertie County, North Carolina",0
"G3700170","2014-2018",,,"North Carolina","37","Bladen County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bladen County, North Carolina",33778,"Bladen County, North Carolina",0
"G3700190","2014-2018",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brunswick County, North Carolina",126860,"Brunswick County, North Carolina",0
"G3700210","2014-2018",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buncombe County, North Carolina",254474,"Buncombe County, North Carolina",0
"G3700230","2014-2018",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Carolina",89712,"Burke County, North Carolina",0
"G3700250","2014-2018",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cabarrus County, North Carolina",201448,"Cabarrus County, North Carolina",0
"G3700270","2014-2018",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, North Carolina",81779,"Caldwell County, North Carolina",0
"G3700290","2014-2018",,,"North Carolina","37","Camden County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, North Carolina",10447,"Camden County, North Carolina",0
"G3700310","2014-2018",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carteret County, North Carolina",68920,"Carteret County, North Carolina",0
"G3700330","2014-2018",,,"North Carolina","37","Caswell County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caswell County, North Carolina",22746,"Caswell County, North Carolina",0
"G3700350","2014-2018",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catawba County, North Carolina",156729,"Catawba County, North Carolina",0
"G3700370","2014-2018",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, North Carolina",69791,"Chatham County, North Carolina",0
"G3700390","2014-2018",,,"North Carolina","37","Cherokee County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, North Carolina",27668,"Cherokee County, North Carolina",0
"G3700410","2014-2018",,,"North Carolina","37","Chowan County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chowan County, North Carolina",14205,"Chowan County, North Carolina",0
"G3700430","2014-2018",,,"North Carolina","37","Clay County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, North Carolina",10813,"Clay County, North Carolina",0
"G3700450","2014-2018",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, North Carolina",97159,"Cleveland County, North Carolina",0
"G3700470","2014-2018",,,"North Carolina","37","Columbus County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbus County, North Carolina",56293,"Columbus County, North Carolina",0
"G3700490","2014-2018",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craven County, North Carolina",103082,"Craven County, North Carolina",0
"G3700510","2014-2018",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, North Carolina",332106,"Cumberland County, North Carolina",0
"G3700530","2014-2018",,,"North Carolina","37","Currituck County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Currituck County, North Carolina",25796,"Currituck County, North Carolina",0
"G3700550","2014-2018",,,"North Carolina","37","Dare County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dare County, North Carolina",35741,"Dare County, North Carolina",0
"G3700570","2014-2018",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, North Carolina",164664,"Davidson County, North Carolina",0
"G3700590","2014-2018",,,"North Carolina","37","Davie County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davie County, North Carolina",41991,"Davie County, North Carolina",0
"G3700610","2014-2018",,,"North Carolina","37","Duplin County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duplin County, North Carolina",59062,"Duplin County, North Carolina",0
"G3700630","2014-2018",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Durham County, North Carolina",306457,"Durham County, North Carolina",0
"G3700650","2014-2018",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgecombe County, North Carolina",53332,"Edgecombe County, North Carolina",0
"G3700670","2014-2018",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, North Carolina",371573,"Forsyth County, North Carolina",0
"G3700690","2014-2018",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, North Carolina",64902,"Franklin County, North Carolina",0
"G3700710","2014-2018",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaston County, North Carolina",216585,"Gaston County, North Carolina",0
"G3700730","2014-2018",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gates County, North Carolina",11563,"Gates County, North Carolina",0
"G3700750","2014-2018",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, North Carolina",8557,"Graham County, North Carolina",0
"G3700770","2014-2018",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granville County, North Carolina",58874,"Granville County, North Carolina",0
"G3700790","2014-2018",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, North Carolina",21008,"Greene County, North Carolina",0
"G3700810","2014-2018",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guilford County, North Carolina",523582,"Guilford County, North Carolina",0
"G3700830","2014-2018",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Halifax County, North Carolina",51737,"Halifax County, North Carolina",0
"G3700850","2014-2018",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harnett County, North Carolina",130361,"Harnett County, North Carolina",0
"G3700870","2014-2018",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, North Carolina",60433,"Haywood County, North Carolina",0
"G3700890","2014-2018",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, North Carolina",113625,"Henderson County, North Carolina",0
"G3700910","2014-2018",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hertford County, North Carolina",24153,"Hertford County, North Carolina",0
"G3700930","2014-2018",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoke County, North Carolina",53239,"Hoke County, North Carolina",0
"G3700950","2014-2018",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, North Carolina",5393,"Hyde County, North Carolina",0
"G3700970","2014-2018",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iredell County, North Carolina",172525,"Iredell County, North Carolina",0
"G3700990","2014-2018",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, North Carolina",42256,"Jackson County, North Carolina",0
"G3701010","2014-2018",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnston County, North Carolina",191172,"Johnston County, North Carolina",0
"G3701030","2014-2018",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, North Carolina",9695,"Jones County, North Carolina",0
"G3701050","2014-2018",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, North Carolina",60125,"Lee County, North Carolina",0
"G3701070","2014-2018",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lenoir County, North Carolina",57227,"Lenoir County, North Carolina",0
"G3701090","2014-2018",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, North Carolina",81441,"Lincoln County, North Carolina",0
"G3701110","2014-2018",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDowell County, North Carolina",45109,"McDowell County, North Carolina",0
"G3701130","2014-2018",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, North Carolina",34410,"Macon County, North Carolina",0
"G3701150","2014-2018",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, North Carolina",21405,"Madison County, North Carolina",0
"G3701170","2014-2018",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, North Carolina",23054,"Martin County, North Carolina",0
"G3701190","2014-2018",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mecklenburg County, North Carolina",1054314,"Mecklenburg County, North Carolina",0
"G3701210","2014-2018",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, North Carolina",15040,"Mitchell County, North Carolina",0
"G3701230","2014-2018",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, North Carolina",27338,"Montgomery County, North Carolina",0
"G3701250","2014-2018",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moore County, North Carolina",95629,"Moore County, North Carolina",0
"G3701270","2014-2018",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nash County, North Carolina",94003,"Nash County, North Carolina",0
"G3701290","2014-2018",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Hanover County, North Carolina",224231,"New Hanover County, North Carolina",0
"G3701310","2014-2018",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Northampton County, North Carolina",20186,"Northampton County, North Carolina",0
"G3701330","2014-2018",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Onslow County, North Carolina",193912,"Onslow County, North Carolina",0
"G3701350","2014-2018",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, North Carolina",142938,"Orange County, North Carolina",0
"G3701370","2014-2018",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pamlico County, North Carolina",12742,"Pamlico County, North Carolina",0
"G3701390","2014-2018",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasquotank County, North Carolina",39479,"Pasquotank County, North Carolina",0
"G3701410","2014-2018",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pender County, North Carolina",59020,"Pender County, North Carolina",0
"G3701430","2014-2018",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perquimans County, North Carolina",13459,"Perquimans County, North Carolina",0
"G3701450","2014-2018",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Person County, North Carolina",39305,"Person County, North Carolina",0
"G3701470","2014-2018",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitt County, North Carolina",177372,"Pitt County, North Carolina",0
"G3701490","2014-2018",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, North Carolina",20458,"Polk County, North Carolina",0
"G3701510","2014-2018",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, North Carolina",142958,"Randolph County, North Carolina",0
"G3701530","2014-2018",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, North Carolina",45189,"Richmond County, North Carolina",0
"G3701550","2014-2018",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Robeson County, North Carolina",133442,"Robeson County, North Carolina",0
"G3701570","2014-2018",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, North Carolina",91270,"Rockingham County, North Carolina",0
"G3701590","2014-2018",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rowan County, North Carolina",139605,"Rowan County, North Carolina",0
"G3701610","2014-2018",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rutherford County, North Carolina",66532,"Rutherford County, North Carolina",0
"G3701630","2014-2018",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sampson County, North Carolina",63561,"Sampson County, North Carolina",0
"G3701650","2014-2018",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotland County, North Carolina",35262,"Scotland County, North Carolina",0
"G3701670","2014-2018",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanly County, North Carolina",61114,"Stanly County, North Carolina",0
"G3701690","2014-2018",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stokes County, North Carolina",45905,"Stokes County, North Carolina",0
"G3701710","2014-2018",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surry County, North Carolina",72099,"Surry County, North Carolina",0
"G3701730","2014-2018",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swain County, North Carolina",14254,"Swain County, North Carolina",0
"G3701750","2014-2018",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Transylvania County, North Carolina",33513,"Transylvania County, North Carolina",0
"G3701770","2014-2018",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrrell County, North Carolina",4119,"Tyrrell County, North Carolina",0
"G3701790","2014-2018",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, North Carolina",226694,"Union County, North Carolina",0
"G3701810","2014-2018",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vance County, North Carolina",44482,"Vance County, North Carolina",0
"G3701830","2014-2018",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wake County, North Carolina",1046558,"Wake County, North Carolina",0
"G3701850","2014-2018",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, North Carolina",20033,"Warren County, North Carolina",0
"G3701870","2014-2018",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, North Carolina",12156,"Washington County, North Carolina",0
"G3701890","2014-2018",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Watauga County, North Carolina",54117,"Watauga County, North Carolina",0
"G3701910","2014-2018",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, North Carolina",124002,"Wayne County, North Carolina",0
"G3701930","2014-2018",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilkes County, North Carolina",68460,"Wilkes County, North Carolina",0
"G3701950","2014-2018",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, North Carolina",81336,"Wilson County, North Carolina",0
"G3701970","2014-2018",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yadkin County, North Carolina",37665,"Yadkin County, North Carolina",0
"G3701990","2014-2018",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yancey County, North Carolina",17667,"Yancey County, North Carolina",0
"G3800010","2014-2018",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, North Dakota",2351,"Adams County, North Dakota",0
"G3800030","2014-2018",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barnes County, North Dakota",10836,"Barnes County, North Dakota",0
"G3800050","2014-2018",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benson County, North Dakota",6886,"Benson County, North Dakota",0
"G3800070","2014-2018",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings County, North Dakota",946,"Billings County, North Dakota",90
"G3800090","2014-2018",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bottineau County, North Dakota",6589,"Bottineau County, North Dakota",0
"G3800110","2014-2018",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowman County, North Dakota",3195,"Bowman County, North Dakota",0
"G3800130","2014-2018",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, North Dakota",2213,"Burke County, North Dakota",0
"G3800150","2014-2018",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleigh County, North Dakota",93737,"Burleigh County, North Dakota",0
"G3800170","2014-2018",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, North Dakota",174202,"Cass County, North Dakota",0
"G3800190","2014-2018",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cavalier County, North Dakota",3824,"Cavalier County, North Dakota",0
"G3800210","2014-2018",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickey County, North Dakota",4970,"Dickey County, North Dakota",0
"G3800230","2014-2018",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Divide County, North Dakota",2369,"Divide County, North Dakota",0
"G3800250","2014-2018",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dunn County, North Dakota",4387,"Dunn County, North Dakota",0
"G3800270","2014-2018",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, North Dakota",2313,"Eddy County, North Dakota",0
"G3800290","2014-2018",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmons County, North Dakota",3352,"Emmons County, North Dakota",0
"G3800310","2014-2018",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foster County, North Dakota",3290,"Foster County, North Dakota",0
"G3800330","2014-2018",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, North Dakota",1882,"Golden Valley County, North Dakota",100
"G3800350","2014-2018",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand Forks County, North Dakota",70400,"Grand Forks County, North Dakota",0
"G3800370","2014-2018",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, North Dakota",2380,"Grant County, North Dakota",0
"G3800390","2014-2018",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Griggs County, North Dakota",2266,"Griggs County, North Dakota",0
"G3800410","2014-2018",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hettinger County, North Dakota",2576,"Hettinger County, North Dakota",0
"G3800430","2014-2018",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kidder County, North Dakota",2460,"Kidder County, North Dakota",0
"G3800450","2014-2018",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaMoure County, North Dakota",4100,"LaMoure County, North Dakota",0
"G3800470","2014-2018",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, North Dakota",1927,"Logan County, North Dakota",0
"G3800490","2014-2018",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, North Dakota",5927,"McHenry County, North Dakota",0
"G3800510","2014-2018",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, North Dakota",2654,"McIntosh County, North Dakota",0
"G3800530","2014-2018",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKenzie County, North Dakota",12536,"McKenzie County, North Dakota",0
